uData	0x67c020
#import	0x6cc600
bInitialized	0x6cfab0,0x6cf040,0x6cd6f0,0x6cc880,0x6cc600
AptMath::ClipStackIsEmpty()	0x6cc880
WARNING: trying to set mouse position when Apt not initalized 	0x6cc950
WARNING: trying to add input when Apt not initalized 	0x6cc9a0
pMCInfo	0x6e2560
eType < AptVFT_NumVFTs	0x6cd3f0
isAnimationInst()	0x6cd650
gAptActionInterpreter.stack.GetSize() == 0	0x6cf040,0x6cd7a0,0x6e6540
j < nMaxSize	0x6cde50
c:\projects\bfme2patch103\bfme2\code\libraries\source\apt\_AptLoad.h	0x6cde50,0x6e32e0
--+-Apt Garbage Collected Items Pool Shutdown 	0x6cdf60
  +- Total Bytes Used   :0x%X 	0x6cdf60
  +- Items Allocated    :0x%X   <-- !Warning! Shutting down with items allocated!!! 	0x6cdf60
  +- Items In Free Lists:0x%X 	0x6cdf60
--+-Apt NonGC Items Pool Shutdown 	0x6cdf60
bInitialized == 0 && "Apt Allocator must be shutdown after Apt Core!"	0x6cdf60
           REFER TO BUG253 ON COREFORGE FOR MORE INFORMATION [http://coreforge.eac.ad.ea.com/tracker/index.php?func=detail&aid=253&group_id=41&atid=247].  EVALUATION OF YOUR SWF FILES IS HIGHLY RECOMMENDED 	0x6ce1c0,0x6e2690
WARNING :: ANIMATION[name = %s  file = %s.swf  size = %d bytes] NO LONGER HAS EXTERNAL FUNCTION REFERENCES, REMOVING FILE FROM MEMORY NOW 	0x6ce1c0
WARNING :: ZOMBIE SPRITE[name = %s  file = %s.swf  size = %d bytes] NO LONGER HAS EXTERNAL FUNCTION REFERENCES, REMOVING SPRITE FROM MEMORY NOW 	0x6ce1c0
  Turning off saved inputs too. 	0x6cec90
Playback of inputs completed. 	0x6cec90
(gSIPlayback.pCurSavedInput - gSIPlayback.pSavedInputs) <= gSIPlayback.nInputFileSize	0x6cec90
false && "Unknown Saved Input Type Reached!!!"	0x6cec90
INPUT_IS_CHECKPOINT(&*gSIPlayback.pCurSavedInput)	0x6cec90
nTick == gSIPlayback.nCurTick	0x6cec90
gSIPlayback.nCurTick <= nTargetTime	0x6cec90
gAptFuncs.pfnMemAlloc	0x6fe1d0,0x6fddb0,0x6e6060
gpPool	0x6cfab0
isSpriteInstBase()	0x6f9410,0x6f8b70,0x6f85e0,0x6f38b0,0x6d1f80,0x6d17f0,0x6f7e00,0x7092f0,0x6cff40,0x70f040,0x6ed845,0x6e2c10,0x6e2d60,0x6e2ee0,0x6e2010,0x6e24e0,0x6e1c40,0x6e1f90,0x6e11b0,0x6e1540,0x6e6540,0x6e4b80,0x6e4c70,0x6e15c0,0x6ee1b0,0x6ee210,0x6e2560
TODO: should have cancelled load of '%s' 	0x6d0280
target ('%s') for '%s' is undefined; not loading 	0x6d1f80
(*i)->GetTarget() != (*j)->GetTarget()	0x6d1f80
C:\projects\bfme2patch103\bfme2\Code\Libraries\Source\Apt\AptLoad.cpp	0x6d25c0,0x6d1f80
(unsigned)pConstFile->pMainCharacter < 0xfffff	0x6d25c0
f->GetState() == AptFile::WaitingForData	0x6d25c0
..\..\include\apt\AptValueGCAllocator.h	0x6d28d0,0x6d2930,0x6d2a60,0x6d2b70,0x6d2cb0
!IsAllocated(nSizeOffset)	0x6d2930
pValue->mValueBitfield.mbIsAllocated == true	0x6d29e0
pValue->mValueBitfield.mbIsAllocated == false	0x6d29e0
C:\projects\bfme2patch103\bfme2\Code\Libraries\Source\Apt\AptValueGCAllocator.cpp	0x6d29e0,0x6d2a60,0x6d2d40
nItemSize == nAllocatedSize	0x6d2a60
pItem->IsAllocated(snOffsetToStoreSize) && "MemFree Was called on a value that was already deallocted!"	0x6d2a60
AptGetSizeOfAptValue(pNowFree) == nAllocatedSize && "MemFree was passed the wrong size for this object!"	0x6d2a60
nItemsFound == mnItemsAllocated	0x6d2d40
.\string\EAString.inl	0x6d3bc0,0x6d3ca0,0x6d3c20,0x6d3c60,0x6d3db0,0x6d3d10,0x6d3e40,0x6d3030,0x6d3490,0x6d3510,0x6d3760,0x6d2eb0,0x6d2e70,0x6d2fc0,0x6d2f40,0x6d59f0,0x6d5b50,0x6d4ca0,0x6d4dc0,0x6d4280,0x6d47f0
m_pData->m_uRefCount <= 0xfffe	0x6d3ca0,0x6d3030,0x6d2e70,0x6d2fc0,0x6d59f0,0x6d5b50,0x6d47f0
(char *)pData != s_EmptyInternalData	0x6d2eb0
pData->m_uRefCount >= 1	0x6d2eb0
m_pData->m_uHash != 0	0x6d3d10,0x6d2f40
pStrText != NULL	0x6d3870,0x6d3490,0x6d3510,0x6d59f0,0x6d5b50,0x6d5da0,0x6d4bf0
uAllocateSize < 0xffff	0x6d3760
uSize > 0	0x6d3760
C:\projects\bfme2patch103\bfme2\Code\Libraries\Source\Apt\string\EAString.cpp	0x6d3870,0x6d6070,0x6d62c0,0x6d59f0,0x6d5b50,0x6d5da0,0x6d53f0,0x6d4aa0,0x6d4bf0,0x6d47f0
uSize <= GetInternalMaxSize()	0x6d3bc0,0x6d47f0
IsValid()	0x6d3c20
IsValid() == false	0x6d3ca0,0x6d3c60
m_pData->m_uHash == uOldHash	0x6d3d10
iCharacter < 00200000	0x6d3db0
UTF8_IsValid(iCharacter)	0x6d3db0,0x6d4dc0
UTF8_IsValid(unicode)	0x6d3e40,0x6d4280
unicode <= 0x10FFFF	0x6d3e40,0x6d4280
unicode >= 0x10000	0x6d3e40,0x6d4280
(cChar3 & 0xC0) == 0x80	0x6d3e40,0x6d4280
(cChar0 & 0xf8) == 0xf0	0x6d3e40,0x6d4280
unicode < 0x10000	0x6d3e40,0x6d4280
unicode >= 0x800	0x6d3e40,0x6d4280
(cChar2 & 0xC0) == 0x80	0x6d3e40,0x6d4280
unicode < 0x0800	0x6d3e40,0x6d4280
unicode >= 0x80	0x6d3e40,0x6d4280
(cChar1 & 0xC0) == 0x80	0x6d3e40,0x6d4280
(cChar0 & 0xC0) == 0xC0	0x6d3e40,0x6d4ca0,0x6d4280
(cChar0 != 0xFE) && (cChar0 != 0xFF)	0x6d3e40,0x6d4ca0,0x6d4280
pStrOccurence != NULL	0x6d47f0
pStrNew != NULL	0x6d47f0
pStrOld != NULL	0x6d47f0
uSizeCopy <= uSizeToReserve	0x6d4aa0
uSizeCopy + uOffsetCopy <= GetLength()	0x6d4aa0
UTF8_GetCharacterSize(pBuffer) == UTF8_GetCharacterSize(iCharacter)	0x6d4dc0
UTF8_GetCharacter(pBuffer) != 0	0x6d4dc0
iCharacter != 0	0x6d4dc0
pStrFormat != NULL	0x6d62c0,0x6d53f0
i == iFoundASCII	0x6d6070
slice	0x6da630
concat	0x6da630,0x74eb30
pStartOffset->isInteger() || pStartOffset->isFloat()	0x6d6ef0
C:\projects\bfme2patch103\bfme2\Code\Libraries\Source\Apt\AptString.cpp	0x6d7090,0x6d6ef0
pNewString->getRefCount() == 0	0x6d7090,0x6d7210
pNewString->getVtblIndex() == AptVFT_StringValue	0x6d7090,0x6d7210
..\..\include\apt\AptValue/AptString.inl	0x6d7210
pNewInt->getRefCount() == 0	0x6d8520
pNewInt->getVtblIndex() == AptVFT_Integer	0x6d8520
.\AptValue/AptInteger.inl	0x6d8520
pNewFloat->getRefCount() == 0	0x6d8700
pNewFloat->getVtblIndex() == AptVFT_Float	0x6d8700
.\AptValue/AptFloat.inl	0x6d8700
pNewBool->getRefCount() == 0	0x6d88c0
pNewBool->getVtblIndex() == AptVFT_Boolean	0x6d88c0
.\AptValue/AptBoolean.inl	0x6d88c0
nIndex < mnCapacity	0x6da1a0,0x6d95e0,0x6d8ad0,0x6d8a50
nIndex < mnLength	0x6d8a50
c:\projects\bfme2patch103\bfme2\code\libraries\source\apt\_Apt.h	0x6d8ad0,0x6d8a50,0x6e3230,0x6e6540,0x6e4a90,0x6e4d50,0x6e4ff0
pNewValue != NULL	0x6d8ad0
reverse	0x6da630
splice	0x6da630
toString	0x6da630
unshift	0x6da630
sortOn	0x6da630
shift	0x6da630
mnCapacity == 0 && "DestroyGCPointers Was not called on this object before deletion!"	0x6d9220
mnLength == 0 && "DestroyGCPointers Was not called on this object before deletion!"	0x6d9220
mpValues == NULL && "DestroyGCPointers Was not called on this object before deletion!"	0x6d9220
C:\projects\bfme2patch103\bfme2\Code\Libraries\Source\Apt\AptArray.cpp	0x6da1a0,0x6da630,0x6d9220,0x6d93d0,0x6d95e0,0x6d9500,0x6d9660,0x6d9780
mnLength <= mnCapacity	0x6d93d0
mpValues != NULL || mnLength == 0	0x6d93d0
_aArray != NULL	0x6d9500
szSeparator	0x6d9660
pContext->isArray()	0x6d9780
NOT_REACHED	0x6fb120,0x6fb5b0,0x6f98c0,0x6f85e0,0x6df9a0,0x6ebdd0,0x70f040,0x70f370,0x6ee6c0,0x6e32e0,0x6e3410,0x7065e0,0x6e5050,0x6e4d50,0x704e10,0x6ebd30,0x6e15c0
AptArray: Incorrect case for '%s'. 	0x6da630
C:\projects\bfme2patch103\bfme2\Code\Libraries\Source\Apt\DogmaAllocator.cpp	0x6db090,0x6db160,0x6db270,0x6dafe0
pReturn[mnOffsetToStoreSize] == (nSize)	0x6dafe0
pNextBuffer[mnOffsetToStorePrev] == (uint32_t)pReturn	0x6dafe0
pNowFree != NULL && "Attempting to Deallocate a NULL Pointer!"	0x6db090
pPool->CanFitBytes( nSize )	0x6db160
bFound && "Error! Deallocate recieved pointer to object that was not allocated here!"	0x6db270
pNowFree != NULL && "Attempting to Deallocate NULL pointer!"	0x6db270
String	0x706a40
c:\projects\bfme2patch103\bfme2\code\libraries\source\apt\AptValue/AptValue.inl	0x6dbbc0,0x6dbcc0,0x6dbc70,0x6dbde0,0x6dbd30,0x6dbec0,0x6dbe50,0x6dbfa0,0x6dbf30,0x6de820,0x6de350,0x6dd0a0,0x6dd0e0,0x6dd020,0x6dd060,0x6dd1a0,0x6dd1e0,0x6dd120,0x6dd160,0x6dd2a0,0x6dd2e0,0x6dd220,0x6dd260,0x6dd320,0x6dcac0,0x6dcb20,0x6dcd90,0x6dcdd0,0x6dcd50,0x6dcea0,0x6dcee0,0x6dce10,0x6dce50,0x6dcfa0,0x6dcfe0,0x6dcf20,0x6dcf60,0x6dc080,0x6dc0d0,0x6dc010,0x6dc1c0,0x6dc120,0x6dc170,0x6dc2b0,0x6dc210,0x6dc260,0x6dc3a0,0x6dc3f0,0x6dc300,0x6dc350,0x6dc490,0x6dc4e0,0x6dc440,0x6dc580,0x6dc5e0,0x6dc530,0x6dc680,0x6dc6d0,0x6dc630,0x6dc720,0x6dc770
n < AptVFT_NumVFTs	0x6dbbc0
n > AptVFT_xxx	0x6dbbc0
(nRoot >= 0) && (nRoot <= MAX_GCROOT)	0x6dbc70
mValueBitfield.mnGCRootCount < MAX_GCROOT	0x6dbcc0
mValueBitfield.mnGCRootCount > 0	0x6dbd30
getVtblIndex() < AptVFT_NumVFTs	0x6dbde0,0x6dbec0,0x6dbe50,0x6dbfa0,0x6dbf30,0x6dc010
nRefCount > 0	0x6dcb20,0x6e05b0
C:\projects\bfme2patch103\bfme2\Code\Libraries\Source\Apt\AptValue.cpp	0x6df9a0,0x6dcb20
m_nElements - nPos > 0	0x6de160,0x6fe580,0x6dcc10,0x703ce0,0x7029a0,0x7019b0,0x701c10,0x701d80,0x7010d0,0x701300,0x7015b0,0x700880,0x7009e0,0x700b40,0x700c80,0x700df0,0x700f50,0x700720,0x707ed0,0x707570,0x7062f0,0x705d90,0x704e10,0x7041c0,0x704100,0x6e4150,0x704280,0x704340,0x704400,0x6e47c0,0x6ff850,0x6ff5d0
c:\projects\bfme2patch103\bfme2\code\libraries\source\apt\_AptValuePtrStack.h	0x6fe9c0,0x6fe0b0,0x6de160,0x6dcc10,0x6e3ba0,0x6e3cf0,0x6e3d50,0x6e0da0,0x6e0d60,0x7002c0,0x6e6540,0x706660,0x6e4f60,0x6e4150,0x6e47c0
IsDestroyedGC() == true	0x6de820,0x6de350
isLookup()	0x6dcd50
isInteger()	0x6dcd90
isRegister()	0x6dcdd0
isFloat()	0x6dce10
isString()	0x6dce50
isBoolean()	0x6dcea0
isScriptFunction()	0x6dcee0
isNativeFunction()	0x6dcf20
isCIH(bUndefOK)	0x6dcf60
isArray()	0x6dcfa0
isSound()	0x6dcfe0
isKey()	0x6dd020
isMath()	0x6dd060
isScriptColour()	0x6dd0a0
isObject()	0x6dd0e0
isPrototype()	0x6dd120
isDate()	0x6dd160
isTextFormat()	0x6dd1a0
isMovieClip()	0x6dd1e0
isXmlNode()	0x6dd220
isXml()	0x6dd260
isXmlAttributes()	0x6dd2a0
isLoadVars()	0x6dd2e0
isStage()	0x6dd320
[Type=0x%X]	0x6dd6c0
[GlobalExtension]	0x6dd6c0
[Extension]	0x6dd6c0
[FrameStack]	0x6dd6c0
[Extern]	0x6dd6c0
[Lookup]	0x6dd6c0
[Register]	0x6dd6c0
[MovieClip]	0x6dd6c0
[object (prototype)]	0x6dd6c0
[object]	0x6dd6c0
[object Object]	0x6dd6c0
[function]	0x6dd6c0
[native function 0x%08x]	0x6dd6c0
[sound]	0x6dd6c0
_proto__	0x6ddf60
__constructor__	0x6de210,0x6de240
pWithStkTop->ContainsNativeHashVirtual()	0x6df9a0
pWithStkTop != NULL	0x6df9a0
(m_nStackCount+1) < m_nStackCapacity	0x6dfdf0
C:\projects\bfme2patch103\bfme2\Code\Libraries\Source\Apt\AptCIH.cpp	0x6e2a70,0x6e2b40,0x6e2010,0x6e1dd0,0x6e1e30,0x6e11b0,0x6e1260,0x6e0b80,0x6e0bf0,0x6e0c50,0x6e05b0,0x6e15c0,0x6e2560
nLvl >= 0	0x6e0b80
!this->isUndefined()	0x6e0bf0,0x6e0c50
m_nElements < m_nSize	0x6e0d60,0x7002c0,0x6e6540
size() > 0	0x6e3d50,0x6e0da0,0x7002c0,0x6e6540,0x706660
maElements[i] != element	0x6e9a40
mnElements < mnMaxElements	0x6e9a40,0x6e0de0
c:\projects\bfme2patch103\bfme2\code\libraries\source\apt\_AptSet.h	0x6e9a40,0x6e0de0
isTextInst()	0x6e0f40
isStaticTextInst()	0x6e0fb0
isMorphInst()	0x6e1020
isButtonInst()	0x6e1090
isShapeInst()	0x6e1100
pDisp	0x6e11b0
pParentAnim	0x6e1260
pGlyphEntry->nIndex < pFont->font.nGlyphs	0x6e15c0
pFont->font.apGlyphs	0x6e15c0
pFont->eType == AptCharacterType_Font	0x6e15c0
pRectObject->isShapeInst()	0x6e15c0
pRectObject	0x6e15c0
 [APT] Attempting to get the bounding box or shape morphed object  [APT] bounding box calculation on morphs is not supported... 	0x6e1c40
pRect	0x6e1dd0,0x6e1e30
pFuncValue->getRefCount() == 1	0x6e2010
AptClipEvents	0x6e2010
WARNING :: ANIMATION[name = %s  file = %s.swf  size = %d bytes] HAS %d EXTERNAL FUNCTION REFERENCES.  THERE IS NO SPACE IS LEFT TO KEEP TRACK THEREFOR IT WILL BE REMOVED FROM MEMORY 	0x6e2690
WARNING :: ANIMATION[name = %s  file = %s.swf  size = %d bytes] HAS %d EXTERNAL FUNCTION REFERENCES, THEREFORE IT WILL NOT BE REMOVED FROM MEMORY UNTIL THEY ARE REMOVED 	0x6e2690
pNext == NULL && pPrev == NULL && "This should already be done!"	0x6e2a70,0x6e2b40
pCur < &m_aActionPool[ m_iActionPoolSize ]	0x6e3230,0x6e6540,0x6e4a90,0x6e4d50
pCur >= &m_aActionPool[0]	0x6e3230,0x6e6540,0x6e4a90,0x6e4d50
mCharacter->animation.aExports[i].nID >= 0 && mCharacter->animation.aExports[i].nID < mCharacter->animation.nCharacters	0x6e32e0
Couldn't find export named '%s' in '%s' 	0x6e32e0
C:\projects\bfme2patch103\bfme2\Code\Libraries\Source\Apt\AptAnimation.cpp	0x6e3810,0x6e39a0,0x6e3920,0x6e3e20,0x6e3ff0,0x6e3410,0x6e3640,0x6e3740,0x6e6060,0x6e6540,0x6e58d0,0x6e5940,0x6e5050,0x6e4a90,0x6e4b80,0x6e4c70,0x6e4d50,0x6e4150
pBI->isButtonInst(UNDEF_OK)	0x6e3640
!!!!!!!!!!!!! AptAnimationPoolData:  Dequeue is full !!!!!!!!	0x6e3810,0x6e3740,0x6e4b80,0x6e4c70
pContext->getIsDefined()	0x6e3810,0x6e3740
iDelta > 0	0x6e39a0
(iOffset >= 0) && (iOffset < m_iActionPoolSize)	0x6e3920
NOT_REACHED && "Encountered invalid pActionPool->eActionType"	0x6e39a0
false && "[APT] Error, Popping from Stack with 0 elements. Please contact the Apt Team for Support."	0x6fe920,0x7029a0,0x701c10,0x707ed0,0x6e6540,0x704e10
c:\projects\bfme2patch103\bfme2\code\libraries\source\apt\_AptBasePtrStack.h	0x6fe920,0x6fe050,0x6fe580,0x6fe5d0,0x6fe6e0,0x6fddb0,0x6fdd40,0x6fdee0,0x6fde50,0x6fdfa0,0x6fdf30,0x6e3aa0,0x703ce0,0x7029a0,0x7019b0,0x701c10,0x701d80,0x7010d0,0x701300,0x7015b0,0x700880,0x7009e0,0x700b40,0x700c80,0x700df0,0x700f50,0x700720,0x707ed0,0x707570,0x7062f0,0x6e6540,0x706660,0x705d90,0x704e10,0x7041c0,0x704100,0x704280,0x704340,0x704400,0x6ff850,0x6ff5d0
false && "[APT] Error, Popping more elements than the stack contains. Please contact the Apt Team for Support."	0x6fe050,0x6fdfa0,0x6e3aa0,0x703ce0,0x7019b0,0x7010d0,0x701300,0x7015b0,0x700880,0x7009e0,0x700b40,0x700c80,0x700df0,0x700f50,0x700720,0x707570
nItems >= 0	0x6fdfa0,0x6e3aa0
m_aElements != NULL	0x6fe0b0,0x6fe1d0,0x6fddb0,0x6e3cf0
gAptFuncs.pfnMemFreeSize	0x6fe9c0,0x6fe160,0x6fe270,0x6fdd40,0x6fde50,0x6e3ba0,0x6e4f60
isSpriteInst()	0x6e3c80
apCharacters[aImports[i].nID] == NULL	0x6e3e20
nIntervalTimers == 0	0x6e3ff0
gAptActionInterpreter.stack.GetSize() == 1	0x6e4150
AptTimerFunc	0x6e4150
AptImported_Init_Actions	0x6e6a30,0x6e46a0
__Packages.	0x6e46a0
pCIH->getIsDefined()	0x6e4b80,0x6e4c70
nSize != 0	0x6e4ff0
(unsigned)aImports[i].szName < 0xfffff	0x6e5050
(unsigned)aImports[i].szFile < 0xfffff	0x6e5050
(unsigned)aImports < 0xfffff	0x6e5050
(unsigned)apCharacters[i]->statictext.aRecords[j].aGlyphs < 0xfffff	0x6e5050
(unsigned)apCharacters[i]->statictext.aRecords < 0xfffff	0x6e5050
i == 0	0x6e5940,0x6e5050
(int)apCharacters[i]->bitmap.zID == i	0x6e5050
(int)apCharacters[i]->sound.zID == i	0x6e5050
(unsigned)apCharacters[i]->button.pButtonSound < 0xfffff	0x6e5050
(unsigned)apCharacters[i]->button.aActionConditions[j].actions.aActionStream < 0xfffff	0x6e5050
(unsigned)apCharacters[i]->button.aActionConditions < 0xfffff	0x6e5050
(unsigned)apCharacters[i]->button.aButtonRecords < 0xfffff	0x6e5050
(unsigned)apCharacters[i]->button.mHitTestIndexTable < 0xfffff	0x6e5050
(unsigned)apCharacters[i]->button.mHitTestVertexTable < 0xfffff	0x6e5050
(unsigned)apCharacters[i]->font.apGlyphs < 0xfffff	0x6e5050
(unsigned)apCharacters[i]->font.szName < 0xfffff	0x6e5050
(unsigned)apCharacters[i]->text.szVariable < 0xfffff	0x6e5050
(unsigned)apCharacters[i]->text.szInitialText < 0xfffff	0x6e5050
(int)apCharacters[i]->shape.zID == i	0x6e5050
(unsigned int)apCharacters[i]->pParentAnim == 0x09876543	0x6e5050
(unsigned)apCharacters[i] < 0xfffff	0x6e5050
(unsigned)aExports[i].szName < 0xfffff	0x6e5050
(unsigned)aExports < 0xfffff	0x6e5050
(unsigned)apCharacters < 0xfffff	0x6e5050
(unsigned)pConstFile->aConstants < 0xfffff	0x6e58d0
aQueuedInputs != NULL	0x6e6060
m_iMaxQueuedInputs != 0	0x6e6060
aIntervalTimers != 0	0x6e6060
apNewInsts != NULL	0x6e6060
m_iMaxNewMovieClips != 0	0x6e6060
validateBIL()	0x6e6540
gAptActionInterpreter.debugCallStack.GetSize() == 0	0x6e6540
AptRun-Functions	0x6e6540
_AptValidate()	0x6e6540
AptRun-Actions	0x6e6540
pValue != NULL	0x6ebff0,0x70ac90,0x70a680,0x70a610,0x6e6c00
pValue->IsReleaseAtEnd()	0x6e6c00
.\AptValue/AptValueVector.inl	0x6e6c90,0x6e6c00,0x6e6d90
mCurrentNum > 0	0x6e6c90,0x6e6d90
C:\projects\bfme2patch103\bfme2\Code\Libraries\Source\Apt\AptValue\AptValueVector.cpp	0x6e6d90,0x6e6d50
GetNumValues() == 0	0x6e6d50
mCurrentNum == 0	0x6e6d90
Apt-GC---------------------- Sweeping of %d objects 	0x6e6e20
pObject->getRefCount() > 0	0x6e6e20
C:\projects\bfme2patch103\bfme2\Code\Libraries\Source\Apt\AptGC.cpp	0x6e6e20
Apt-GC-CleanAll------------- Cleaned %d objects 	0x6e6f80
C:\projects\bfme2patch103\bfme2\Code\Libraries\Source\Apt\AptMiscObjects.cpp	0x6e9580
gAptFuncs.pfnGetBytesTotal	0x6ee3b0
gAptFuncs.pfnGetBytesLoaded	0x6ee540
AptError: Incorrect case for '%s'. 	0x6e9580
width	0x6ee6c0
height	0x6ee6c0
right	0x6eb4b0
center	0x6eb4b0
scroll	0x6fb5b0
shape.zID	0x6ebd30
C:\projects\bfme2patch103\bfme2\Code\Libraries\Source\Apt\AptCharacter.cpp	0x6ebdd0,0x6ebff0,0x6ee3b0,0x6ee540,0x6ee6c0,0x6ed845,0x6eca70,0x6ebd30
gAptFuncs.pfnPointHitTest	0x6eca70
pCharacter	0x6f8ec0,0x6ed845
AptCharacterInst (MovieClip): Incorrect case for '%s'. 	0x6ee6c0
visible	0x6ee6c0
yscale	0x6ee6c0
xscale	0x6ee6c0
alpha	0x6ee6c0
rotation	0x6ee6c0
dynamic	0x6efbc0
gpAptXmlImpl	0x6f1e70
C:\projects\bfme2patch103\bfme2\Code\Libraries\Source\Apt\AptObject\AptXml.cpp	0x6f1e70
pMovie != NULL	0x6f24e0
C:\projects\bfme2patch103\bfme2\Code\Libraries\Source\Apt\AptObject\AptScriptColour.cpp	0x6f24e0
C:\projects\bfme2patch103\bfme2\Code\Libraries\Source\Apt\AptDate.cpp	0x6f4120
nDepth >= 0	0x6f6ac0,0x6f6bb0
ppItem	0x6f6ac0,0x6f6bb0
ppPrev	0x6f6ac0,0x6f6bb0
C:\projects\bfme2patch103\bfme2\Code\Libraries\Source\Apt\AptDisplayList.cpp	0x6f9350,0x6f9410,0x6f8b70,0x6f8ec0,0x6f8060,0x6f8190,0x6f84f0,0x6f85e0,0x6f7bc0,0x6f7c70,0x6f7090,0x6f7030,0x6f7570,0x6f7540,0x6f7600,0x6f7720,0x6f6ac0,0x6f6bb0,0x6f6d60,0x6f6ed0,0x6f6e00,0x6f6fb0
pNewItem->pData != NULL	0x6f6d60
pItemAtDepth == NULL || pItemAtDepth->isUndefined()	0x6f7030,0x6f6e00
pItem == NULL || pItem->isUndefined()	0x6f6ed0
pOldItem == NULL || pOldItem->isUndefined()	0x6f6fb0
pItem->pNext->pPrev == pItem	0x6f7c70,0x6f7090
pItem->pPrev->pNext == pItem	0x6f7c70,0x6f7090
pItem != NULL	0x6f7c70,0x6f7090
nElements == 0	0x6f7540,0x6f7720
i < APT_ARRAYSIZE(aMasks)	0x6f7570
i >= 0 && i < nElements	0x6f7600,0x6f7720
pHead->isUndefined()	0x6f8060,0x6f8190,0x6f84f0,0x6f7bc0
pState	0x6f8190,0x6f85e0
pCurCIH	0x6f85e0
gpPool->nNewInsts < gpPool->GetMaxNewMovieClips()	0x6f85e0
pParent	0x6f85e0
pItem->isSpriteInstBase()	0x6f8b70
pCharacter || pItem	0x6f8b70
pPlaceObject2->nCharacterID >= 0 && pPlaceObject2->nCharacterID < pParent->pData->pCharacter->pParentAnim->animation.nCharacters	0x6f8ec0
pNewItem->nDepth == pOriginalItem->nDepth	0x6f9350
pNewControl == NULL	0x6f9410
nZombieCounter < 65536	0x6f97b0,0x709870,0x709a10
C:\projects\bfme2patch103\bfme2\Code\Libraries\Source\Apt\AptInput.cpp	0x6fb120,0x6fb5b0,0x6fab40,0x6faca0,0x6fa020,0x6fa100,0x6fa420,0x6f98c0,0x6f99d0
nFocusX != nX || nFocusY != nY	0x6f99d0
pCIH->isSpriteInstBase()	0x6f99d0
gpPool->aButtonInstanceList[i].pCIH->isButtonInst()	0x6fa020,0x6fa420
gpPool->aButtonInstanceList[i].pCIH != NULL	0x6fa020,0x6fa420
pInst->pParent	0x6fa100
pInst->isButtonInst()	0x6fb120,0x6fa100
pInst	0x6fa100
gpPool->aButtonInstanceList[i].pCIH->getCharacterInst()->pCharacter->eType == AptCharacterType_Button	0x6fa420
pValue->ContainsNativeHashVirtual()	0x6fab40
ppNewButton	0x6faca0
(eType==AptInputType_LeftAnalogStick) || (eType==AptInputType_RightAnalogStick)	0x6fb120
eType == AptInputType_MouseButton0	0x6fb120,0x6fb5b0
inputSet.maElements[i]->isCIH()	0x6fb120
eState == AptInputState_Pressed || eState == AptInputState_Released || eState == AptInputState_WheelUp || eState == AptInputState_WheelDown || eState == AptInputState_MouseMove	0x6fb5b0
Error	0x6fc2d0,0x6fc240,0x706a40
(unsigned)pData->szCaughtVarName < 0xfffff	0x6fc670
(unsigned)pData->aszParams[i].szParamName < 0xfffff	0x6fc670
(unsigned)pData->aszParams[i] < 0xfffff	0x6fc670
(unsigned)pData->aszParams < 0xfffff	0x6fc670
(unsigned)pData->szName < 0xfffff	0x6fc670
(unsigned)pData->szLabel < 0xfffff	0x6fc670
(unsigned)pData->szTarget < 0xfffff	0x6fc670
(unsigned)pData->szWin < 0xfffff	0x6fc670
(unsigned)pData->szUrl < 0xfffff	0x6fc670
pAtom	0x6fc670
(unsigned)aConstantFile->aConstants[nConstTableIndex].szString < 0xfffff	0x6fc670
nConstTableIndex == *pnCurrentConstantIndex	0x6fc670
(unsigned)pData->items.apItems < 0xfffff	0x6fc670
(unsigned)pData->szStringToBePushed < 0xfffff	0x6fc670
sGlobalTable[eAction].mCheckAlignment == eAction	0x6fc670,0x7002c0
C:\projects\bfme2patch103\bfme2\Code\Libraries\Source\Apt\AptActionInterpreter.cpp	0x6ff980,0x6ffce0,0x6ffd80,0x6feb50,0x6fed00,0x6fd060,0x6fd5b0,0x6fc670,0x701d80,0x700090,0x7002c0,0x706a40,0x706070,0x706370,0x7065e0,0x706660,0x705d90,0x704e10,0x6ff850,0x6ff5d0
aConstantFile	0x6fd060
pBase	0x6fd060
aActionStream	0x6fd060
!hasThrownValue()	0x700090
<WARNING> Actionscript error message: "%s" 	0x6fd340,0x706950
<WARNING> Actionscript un-caught exception encountered during "%s" 	0x6fd340,0x706950
isxdigit(b)	0x6fd5b0
m_nElements == 0	0x6fe160,0x6fe270,0x6fdd40,0x6fde50
m_nCapacity == 0	0x6fe1d0,0x6fddb0
m_nElements < m_nCapacity	0x6fe2f0,0x6fe6e0,0x6fdee0,0x6fdf30,0x700090,0x706660
GetSize() >= 1	0x6fe5d0
m_nSize == 0	0x6fe0b0
c:\projects\bfme2patch103\bfme2\code\libraries\source\apt\_AptDebugStack.h	0x6fe1d0,0x6fe160,0x6fe2f0,0x6fe270,0x700090
pValue	0x6fe880,0x6fe6e0
c:\projects\bfme2patch103\bfme2\code\libraries\source\apt\AptActionInterpreter.inl	0x6fe880,0x6fe6e0
pValue->isRegister() == false	0x6fe880,0x6fe6e0
pValue->isLookup() == false	0x6fe880,0x6fe6e0
mnStackFrameBase == 0	0x6feb50
false && "SHOULD NOT GET HERE ANYMORE"	0x6fed00
nParams <= 1	0x6ff850,0x6ff5d0
instance%ld	0x6ff980
